N_Client,Nom_Client
19153,BEAUGE ARCHITECTE
19155,SDIS 91 ESSONNE
2617,VOIES NAVIGABLES DE FRANCE
5284,EDF
19682,IN SITU ARCHITECTURE ENVIRONNEMENT
2626,SNCF
2627,SNCF
5300,HABITAT DE HAUTE ALSACE
10856,EDF DIRECTION DES ACHATS
2638,AEROPORT BALE-MULHOUSE
2646,ALSTOM
21126,SANT ANGELO
5321,COMMUNE DE RAON L'ETAPE
5322,COMMUNE DE NOIDANS LES VESOUL
10874,EUROGLAS
21119,PRO DEVELOPPEMENT
5337,COMMUNE DE HEIMERSDORF
5341,ARCHITECTE KOCH PIERRE
19290,CONSEIL DEPARTEMENTAL DE LA CHARENTE
13662,RENNES METROPOLE
13666,COMPAGNIE DE PHALSBOURG
5344,COMMUNAUTE DE COMMUNES DU TILLEUL
20266,AGENCE POLE EMPLOI IDF
20270,SYNDICAT DES EAUX DE LA HAUTE VILAINE (2010)
22982,AI17 - NOX SAINTES
23005,AFUL DU CC CARREFOUR BEAUJOIRE
23050,PACT PARIS-HAUTS DE SEINE
5359,PROFIL FRANCE
20882,SA SODIBA
19027,ELLENA MEHL ARCHITECTES
19028,COMMUNE DE IRVILLAC
19029,QUIMPER COMMUNAUTE
19030,STAB
19031,DECLIC FS
19032,CHRU DE BREST
19033,LA CAROTECH
8143,AEROPORT DE LYON/SAINT EXUPERY
19034,VIVAL QUEDILLAC - SARL CELD
19035,MAIRIE D'ARGENTRE
19036,EDF OPTIMAL - NANTES
19037,EGLISE PROTESTANTE UNIS DE RENNES
19038,TERRENA INNOVATION
13683,ETS PINCHON ET FILS
20392,CABINET MERCIER
5368,ORT ITALIA SRL
21347,BESTSELLER WHOSALE
13696,MAIRIE DE SOUZY
20485,CHU DE CAEN
20487,FINAMUR
20488,BOUCHAUD ARCHITECTES
20546,CGR (CONSTRUCTION GENERALE RENNAISE)
20548,SCI SDG
23002,EPDA DU GLANDIER
23016,BREST METROPOLE 
23042,EURL SUPERMARCHE DU MOULIN VERT
23129,EPAFRANCE
23170,SPIE BATIGNOLLES - SCGPM
5389,ANDRA
5392,VOSGELIS
5394,REGION ALSACE
5400,COMMUNE DE SAPOIS
21106,NOZ
5409,ADP
10968,EPFL
20580,ENTREPRISE BERNARD MOREAU
18564,SYNDICAT RIVIERE DES 4 VALLEES
21320,APEC IME MARC SIGNAC
21334,SELA
19291,CENTRE HOSPITALIER DE GIRAC
19294,IMMOBILIERE 3F
19295,DIRECTION DES TERRITOIRES ET DE LA MER
19297,GAIA ARCHITECTES
19298,PARIS HABITAT
19299,ICADE
19300,RESIDENCES SOCIALES DE FRANCE
19301,RIVP
19302,SEM 92
22984,EC35 - NOX SAINT MALO
23059,REUZEAU KARINE MAGASIN VIVAL
23076,COM COM  DU PAYS DES BRIERES ET DU GESNOIS
23081,VILLE DE COMBRIT SAINTE MARINE
18547,RêSEAU FERRê DE FRANCE
21316,LYCEE HOTELIER SAINT JOSEPH  L'AMANDIER
18278,COMMUNAUTE DE COMMUNES DU SILLON MOSELLAN
20013,CEGELEC INFRA BRETAGNE
2708,REGION DE FRANCHE COMTE
21310,LE LIKES
19161,CONSTRUCTA PROMOTION
19163,DOUARNENEZ HABITAT
19164,SYNDICAT MIXTE DU POLE IMAGE - MAGELIS
19165,VILOGIA
19167,COMMUNAUTE DE COMMUNES DE LA FERTE ST AUBIN
20641,MEDICA FRANCE
20646,GA ARCHITECTURE
2715,DDT DU HAUT RHIN
21315,OFFICE PUBLIC DE L'HABITAT DE LA ROCHELLE
22504,SCI ITO
22506,ROUX COMBALUZIER SCHINDLER, SA
22507,WESTINVEST GESELLSCHAFT F_R  INVESTMENTFONDS MBH
22510,SNC CITEFI
19303,SIEMP
20676,SARL MAUDET
20678,MAISON DE RETRAITE DE CAULNES
20681,BOISSEAU BATIMENT
21307,FNAC LOGISTIQUE
22514,PITCH PROMOTION
22519,SCPI INVESTIPIERRE
22526,DDE DE L'EURE
19304,SODEARIF
19305,VAL D'OISE HABITAT
19306,VALOPHIS HABITAT - OPH DU VAL DE MARNE
19307,VILLE D'AMILLY
19308,VILLE DE PARIS - DIRECTION DES AFFAIRES CULTURELLE
19309,OPHLM DE NANTERRE
19310,MAIRIE D'ECHIRE
22971,SARL ECK
18704,FINAS CONSULTING
18715,AUTOMOTIVE LIGHTING REAR LAMPS FRANCE
21303,GARES ET CONNEXIONS
21305,PIERRE PROMOTION
19311,BURTON
22928,CA BASSIN ANNONAY
22953,SEML HABITAT 06
22988,CROUS DE LYON SAINT ETIENNE
22997,NA56 - NOX AMENAGEMENT
19040,MAIRIE D'ECOUFLANT
19042,SCI ATALANTE NOBEL
19043,SCI LOCATO
22541,AXA ASSURANCES IARD MUTUELLE
22544,CARMF
19312,CENTRE DE GESTION DE LA MANCHE
19314,EDF OPTIMAL SOLUTIONS
19315,PREFECTURE DU CALVADOS
19316,MAIRIE DE FLEAC
19317,MAIRIE DE FEGREAC
19318,AIGUILLON RESIDENCE
20617,MAIRIE AZE
20650,EIFFAGE FOUGERES
23747,SHAM
18577,B2S
22890,SOCCER RENNAIS
22898,MAIRIE DE CHAZELLES
2774,MAIRIE DE GLEIZE
21823,DIDIER ZOZIO ARCHITECTE
21825,ROUAULT FINANCES
21832,IMMO OUEST INVESTISSEMENT
19690,SCCV TERTIAIRE LA COURROUZE
19762,SCCV LES PLATANES
19766,LYCEE JACQUES CARTIER
19767,PRIMA CONSTRUCTION SAS
20750,SCI DES ALBIZIAS
22934,AUCHAN / IMMOCHAN
22924,CENTRE HOSPITALIER CAMILLE CLAUDEL
22935,SPLA AREA PACA
22571,PROVENCE GOUDRONNAGE
22580,PAYS DE GRASSE COMMUNAUTE AGGLOMERATION
22594,EPSM CAEN
22596,LE TANNEUR
22597,CHRONO-MATERIEL
22598,S.C.I. DU CREDIT COOPERATIVE
22599,ALIAN
19436,EIFFAGE CONSTRUCTION 44
19437,MAIRIE DE MONTGERMONT
19438,BAYEUX - CENTRE HOSPITALIER
19439,VILLE DE REIMS
22954,REGIE AUTONOME DE PORT CAMARGUE
22454,COLISEE RE
23482,MAIRIE DE BOURGBARRE
23484,SPLA LAVAL
23485,COMMUNE DE SAINT JEAN DE SIXT
23486,SIEPL PARIGNE-LANDEAN
23488,VILLE D'AUVERS LE HAMON
23489,COMMUNE DE ST GEORGES DE ROUELLEY
23490,COMMUNE DE JAVRON LES CHAPELLES
23491,COMMUNE DE MENIL
23492,USID DIJON / AUTUN
23496,VILLE DE JONZAC
19320,COMMUNE DE SAINT-GEORGES DES COTEAUX
19440,SARTHE HABITAT
23497,COMMUNE DE LACROIX SUR MEUSE
23483,MILLET & CHILOU ARCHITECTES
23498,MONSIEUR YANNICK PANSARD
23499,COMMUNE DE CLERMONT EN ARGONNE
23501,COMMUNAUTE DE COMMUNES DU VAL DU LOIR
23507,VILLE DE ROHRBACH LES BITCHE
23508,VILLE DE BRAINS
23509,COMMUNE D'ABRESCHVILLER
23510,MAIRIE DE BEDEE
23500,SNCF FB ST DENIS PARIS 10
23511,DAVY COUVERTURES
23513,BERTEAU BENOIT SPAR
23514,SARL HENRI SYLVIE SPAR
23516,CC DU PAYS DE COLOMBEY ET DU SUD TOULOIS
20854,A A Z CONSTRUCTION
22976,AI16 - NOX ANGOULEME
23040,VALVITAL
23084,DEPARTEMENT D'ILLE & VILAINE
23115,CDG 21
23144,SDC DU C.C DES ORIERES
23147,AFUL CC CARREFOUR LA ROCHE/YON
23148,GTM OUEST
23502,SGAMI SUD EST
23505,MAIRIE DU GRAND BORNAND
23504,NXN5 - NXNE RHONE ALPES
23506,VILLE DE TROYES
23518,COMMUNE D'AZE
23522,COMMUNAUTE DE COMMUNES DE LA BOIXE
23524,AGROBIOTHERS LABORATOIRE
23526,EPSM JM CHARCOT
23530,COMMUNAUTê DE COMMUNES DES 2 SARRES
23535,COMMUNE DE PONT PEAN
23703,DEPARTEMENT DU VAR
22900,COMMUNE DE BRUYERES
22925,MADAME LêNA CARIOU
22939,COMMUNAUTE DE COMMUNES DU PAYS DE COMMERCY
22963,HYPERMARCHES CARREFOUR FRANCE
2835,SNCF
20947,MAIRIE DE LA BRULATTE
22942,PERRET FêLIX ARCHITECTE
22979,SCI HOTEL DIEU 
23001,BORDEAUX METROPOLE AMENAGEMENT
23051,STE BOULEVARD VGE
23075,SCOBAT- CHOLET
23152,TOTAL MARKETING SERVICES
22884,MONSIEUR BOUILLAUD
22985,NX29 - NOX BREST
22986,NX53 - NOX LAVAL
22987,NX75 - NOX ILE DE FRANCE
22990,NAMO - NOX AMO
22991,NX71 - NOX BOURGOGNE
22992,NX67 - NOX LORRAINE
22993,NX44 - NOX NANTES 1
23032,NX73 - NOX PACA
23101,REDMAN
23134,VILLE DE CLICHY LA GARENNE
23136,INSTITUT DE METALLURGIE DU VAL DE FENSCH
23154,CAISSE CARMF CAISSE AUTONOME DE RETRAITE
8407,BOUYGUES BATIMENT
8409,BOUYGUES ENERGIES & SERVICES
13929,ASTRIUM
19444,SIAEP LOIRON (2013)
19445,SIAEP DU CENTRE OUEST MAYENNAIS (2014)
19447,ESPACIL HABITAT
19448,VILLE DE BREST
2864,CD 84
2870,CTE DE COMMUNES SAONE-BEAUJOLAIS
19492,COMMUNAUTE DE COMMUNES DU CANTON DE GEMOZAC
19493,VILLE DE MONTREUIL
19494,MAIRIE DE CHATEAUBOURG
19495,MAIRIE PLOUGUERNEAU
19496,COMMUNAUTE D'AGGLOMERATION DE LA ROCHELLE
19497,SYNDICAT INTERCOMMUNAL DES EAUX POTABLES DE MONTAU
19499,ASSOCIATION FOYER PROVINCE - EHPAD ABBAYE
19500,VILLE DE BUSSY ST GEORGES
19501,NEXITY PROPERTY MANAGEMENT
19502,OFFICE PUBLIC HABITAT DE L'ORNE
21268,HECD
13939,RENAULT NISSAN
13942,SNCF TECHNICENTRE PICARDIE
19859,VILLE DE SAINT MELOIR DES ONDES
23104,NEXITY IMMOBILIER ENTREPRISE
23107,GROUPAMA IMMOBILIER
23122,CC DU PLATEAU D'HAUTEVILLE
23130,FAYAT BATIMENT
23131,UNIVERSITê DE PARIS DECARTES
23132,INTERMEZZO
23133,VILLE LES ULIS
105,SCHNEIDER ELECTRIC SA
115,SEMCODA
18491,MAIRIE DE MONTROND LES BAINS
18880,NEWDEV
18969,SEMAEB 35
2882,CC DU PAYS DE L'ARBRESLE
19885,SOCIETE DE BIENFAISANCE
19888,COMMUNE DE MONTREUIL LE GAST
21266,GRAVIERE ET FOULON
21267,ENTREPRISE JAFFRE
13951,VILLE DE PARIS/DIRECTION DES ACHATS
18096,REGION LORRAINE
124,SF GARDY
18098,COMMUNAUTE URBAINE LE GRAND NANCY
18494,COMMUNAUTE AGGLOMERATION SEINE EURE
2892,MAIRIE DE BEAUNE
2897,CC DE FEURS
13966,CONSEIL DEPARTEMENTAL DE LA LOIRE ATLANTIQUE
20272,SYNDICAT DES EAUX DE LA HAUTE VILAINE (2012)
20275,LA MOTTE CONSTRUCTEUR
2902,MAIRIE DE DIGOIN
2903,CC DE LA REGION DE BEAUJEU
20117,MISSENARD QUINT B
19449,COMMUNAUTE URBAINE DE CHERBOURG
22926,MARCEAU ESTATE
22958,H.E.R.
22959,BSE
23013,MONSIEUR ET MADAME DREVON
23072,CENTRE HOSPITALIER DE NOVILLARS
23089,URBANICA
23090,SCI UNIBAT
23100,SIGN ARCHITECTURE
18685,MAIRIE D'HYERES
2912,MAIRIE DE SALLANCHES
2921,MAIRIE DE VICHY
19503,COMMUNAUTE DE COMMUNES PAYS AUGE
19897,OGEC LYCEE SACRE-COEUR
8484,EM2C
20893,EIFFAGE ENERGIE THERMIE ATLANTIQUE
22777,IMMOCHAN
22818,MEDDE DIR CENTRE EST
22880,CAP'INVEST
22888,TIAA HENDERSON REAL ESTATE
18743,EIFFAGE/DRACY LE FORT
22798,EIFFAGE IMMOBILIER
22799,SMDT STATION DES ROUSSES
18751,LA FERTE IMBAULT
2941,MAIRIE DE BESSENAY
2942,AFUL CC CARREFOUR GUINGAMP
2949,CA PORTE DE L'ISERE
2950,COMMUNE DU CREUSOT
8503,SIGERLY
8508,MAIRIE DE ROANNE
19321,CAEN HABITAT
19322,LA NANTAISE D'HABITATION
19323,LE MANS HABITAT
19324,MINISTERE DE LA JUSTICE
19325,MAIRIE DE SAINT NAZAIRE
19326,REGION DES PAYS DE LA LOIRE
19327,COTES D'ARMOR HABITAT
19328,HLM LES FOYERS
18784,SARETEC FRANCE
18787,DILLINGER FRANCE 
194,TEGC
8515,CC DU CANTON DE MONTLUEL
8519,ESCOTA
8522,CA SAINT ETIENNE
19990,ENTREPRISE BIRSIN NEUF ET RENOVATION
19991,STUDIO 02
19995,COMMUNE DE LEGE
20856,SCA VERTIGO
20863,CV CLIM
22758,CENTRE HOSPITALIER DE LA ROCHEFOUCAULD
22772,VILLE DE BOULOGNE BILLANCOURT
22895,SIRTAVA
22897,OPH 37 DU VAL TOURAINE
23064,MIKKA SARL
23121,EDF ENERGIES NOUVELLES - BEZIERS
18795,CONSEIL DEPARTEMENTAL 41
205,THERMODYN SAS
2971,AEROPORT DE LYON/SAINT EXUPERY
19504,MAIRIE DE REIGNAC
19505,MAIRIE DE SAINT PREUIL
19506,MAIRIE DE SAILLAT SUR VIENNE
19507,SAINT JUNIEN HABITAT OFFICE PUBLIC
8528,SIABA
20879,CIRCUIT DU MAINE
22754,PIERRE & VACANCES
22862,SNCF 93
22621,IMMORENTE
23804,CC EPERNAY PAYS DE CHAMPAGNE
22644,AFUL CENTRE COMMERCIAL ST HERBLAIN
22695,BOISDRON BOUTY
22705,CFAO
22710,COMMUNE DE CHALMOUX
22947,COMMUNE DE CHALONNES SUR LOIRE
22717,UNICON
22718,MAIRIE DE SEYNOD
22724,ECOLE CENTRALE MARSEILLE
22999,S.P.I. 
210,SNCF SAINT-LAZARE
18813,GESO
22948,LECHEVALLIER & MONTEIL
2984,SNCF DIRECTION PROJETS SYSTEME &INGENIERIE
2985,SNCF/INFRASTRUCTURE
2987,CC DU PAYS DE L'OZON
22996,TERRITOIRE 25
22601,LES DELICES FERTOIS
22602,KEGIN INGENIERIE
22604,SA LES THERMES DE SAUJON
22605,MAIRIE DE GUêMENê-SUR-SCORFF
22606,HOLVIA PORC LAVAL
22767,ASL HEROUVILLE ST CLAIR
22815,PROJEDIS
22883,DDT 63
22933,AGENCE DE MOBILITê DU NORD IS‘RE
22858,SOFIDY IMMORENTE
22859,RIBEIRO CONSTRUCTION
22865,CPF ASSET MANAGEMENT
22866,AFUL C C CARREFOUR ST SERGE
22873,MAIRIE LES AVENIERES
22876,MAIRIE DE RIVIERES
23195,COMMUNE DE MONT-BONVILLERS
23196,COMMUNAUTE DE COMMUNES DU MENE
23200,SDC DU CC DES ORIERES
23201,SAEM SPORTS ET TOURISME
23202,SA PLEYNEY
23203,MARNE AU BOIS AMENAGEMENT SPL
23204,LA POSTE BRIVE
23207,S.A. GAN ASSURANCES - TOUR DE BRETAGNE
23208,SOLYSTIC
18833,COMMUNE DE BERNOUIL
227,APERAM STAINLESS FRANCE/GUEUGNON
11320,MINISTERE DES AFFAIRES ETRANGERES
16833,VINCI CONSTRUCTION TERRASSEMENT ALTEA
21374,LABESSE-BELLE
21378,MAIRIE DE BOUESSAY
22803,CH SAINT DENIS
22814,MAIRIE D'ANTIBRES JUAN LES PINS
22882,CONSEIL REGIONAL D'AQUITAINE
23048,SCI DE LA GARE
23057,TRENDY CASH SARL
23066,CPAM NICE
23070,MAIRIE DE ROULLET ST ESTEPHE
23073,CONSTRUCTIONS LE BIHAN KERBOETHAU
23211,HONEYWELL SAFETY PRODUCTS AUTUN
23212,RISOUL LABELLEMONTAGNE
23214,SCI INTERPIERRE FRANCE
23215,HYPERADOUR SAS
23216,REDMAN
23217,VILLE DE DOLUS D'OLERON
23219,VILLE DE LESME
23224,ADIM REGIONS
23227,GROUPE CHESSE
18095,MAIRIE D'ASQUINS
237,ARCHE 5
18100,AEROPORTS DE PARIS/PARIS
18102,ALLIER HABITAT
18872,SCI ARNOLD PROMOTION
11325,LEROY MERLIN
19168,LA POSTE DI - CSPI DIJON
23052,SCI TOP EMERAUDE
23091,MAIRIE DE BELLAC
23808,VILLE D'EPINAL
23221,GROUPE BERTO SCI BYP
23222,TOKHEIM SERVICES FRANCE SAS DTCE
23231,WALTEFAUGLE SAS
23237,DRFIP BRETAGNE ILLE ET VILAINE
23238,CLUB MED
23239,JJ ORY
23240,MARCIANO ARCHITECTURE
23241,RENAUD DISTRIBUTION
23243,SARREGUEMINES CONFLUENCES HABITAT
23252,VILLE DE PARIS - DIRECTION DES ESPACES VERTS 
19471,AMIENS METROPOLE
19473,GRAND ANGOULEME
19474,MAIRIE DE RUFFEC
19475,MAIRIE DE ROUMAZIERES
19476,MAIRIE DE SAINT GILDAS DE RHUYS
19477,MAIRIE DE BUSSY SAINT GEORGES
19479,MAIRIE HELLEMMES
19480,MAIRIE DE SAINT MARS DU DESSERT
19481,MAIRIE DE ECURAT
22587,SCIC HABITAT BOURGOGNE
22625,LOGIDOME
22649,VILLE DE GAGNY
22964,L'HERMINE2
18923,EPA BORDEAUX EURATLANTIQUE
18925,COMMUNAUTE DE COMMUNES DIGOIN VAL DE LOIRE
22570,ENTREPRISE DEMONGEOT
22577,UNIVERSITE AIX-MARSEILLE
22578,VILLE DE MABLY
22590,SOCACHAL
22593,COMMUNE DE LANGRES
22629,POLE EMPLOI CINETIC
22630,VILLE D'ERAGNY
22636,ALSER LAFORTEZZA
22647,VILLE D'êVRY
22656,CONSEIL DEPARTEMENTAL DU FINISTERE
22715,B&B HOTELS
22719,COFELY SUD OUEST - GDF SUEZ
3018,RENAULT / LE PLESSIS ROBINSON
21102,SAS MDF
19781,MINISTERE DE LA DEFENSE
23068,C.H.I.M.B
23079,VESTEY FOODS PRODUCTION
23087,MAIRIE DE ST GENIS D'HIERSAC
23109,MARCEL BAEY
23110,LAITERIES H TRIBALLAT
23111,CUISINES D'ART'ROME
23137,BNP PROMOTION IE
23138,OPH 53 - MAYENNE HABITAT
23140,NUMIDIS
23141,VIVAL LANVOLLON TK 347
23142,SCI MASH
23149,SEER GRIGNY VIRY
23150,MAIRIE DE SAINT DOMINEUC
23156,MAIRIE DE CHAMROUSSE
23226,SNEF
23517,SCI TERTIAIRE MIXTE 
23531,COMMUNE DE PLOURIVO
23532,COMMUNE DE CROSSAC
23621,CC DU VAL DES COULEURS
23539,COMMUNE D'ATTIGNY
23541,STEPHANE AUREL ARCHITECTURE SARL
23544,COMMUNE DE SAINT BRIAC SUR MER
23545,NATURALPHA
23546,VEOLIA ENERGIE ROMANIA
23551,CC DE LA VALLEE DE ST AMARIN
20024,ERS MAINE
23102,GEL ALPES
23103,LOUIS FRANCOIS
23164,VILLE DE ST APOLLINAIRE (21)
23242,MAIRIE DE SAINT MARCELLIN
23520,CC DU PAYS D'ERSTEIN
23521,CC DU PAYS ORNE MOSELLE
23523,HABITATION MODERNE
23525,FONCIERE DE PARIS
23528,SOCAD / BESANCON
23536,COMMUNE DE SAINT CAST LE GUILDO
23537,COMMUNE DE SAINT MARDS DE BLACARVILLE
23549,VILLE EUROMETROPOLE DE STRASBOURG
22726,CC RHONE CRUSSOL
3045,RENAULT TECHNOLOGIE ROUMANIE
3049,CREDIT AGRICOLE LOIRE HAUTE LOIRE
21090,ETDE SA
11370,CONSEIL DEPARTEMENTAL 73
11371,CONSEIL DEPARTEMENTAL 92
23085,HABITAT ET HUMANISME 
23124,VILLE DE FONTENAY AUX ROSES
23128,CENTREX
23162,CREDIT AGRICOLE IMMOBILIER
23232,MAIRIE DE BILLE
23233,COMMUNE DE PLOGASTEL ST GERMAIN
23234,COMMUNAUTE DE COMMUNES DE COGNAC
23249,IMMOBILIERE CARREFOUR
23527,MAIRIE DE CASTRES
23529,MAIRIE DE MERAL
23542,SNCF ESBE IDF
23550,COFINANCE SAS
23552,COMMUNAUTE DE COMMUNES AVRANCHES - MONT ST MICHEL
23553,MANOX 4
23554,MANOX 5
23717,VILLE DE REMILLY
22732,L'ATELIER DES COMPAGNONS
22737,MAIRIE DE PEZENAS
291,MICHELIN
3064,ALSTOM POWER SYSTEMS
23163,BRASSERIE BAVARIA
23174,SNCF - TI DE ROUEN QUATRE MARES
23175,MAIRIE DE LOUISFERT
23244,MACIFIMO
23245,ORFEO
23246,LEROY MERLIN
23248,SARL LA TOURVILLAISE
23519,GMT
23556,MAIRIE DE SAINT PROJET SAINT CONSTANT
23559,ANCRAGE ARCHITECTES
23560,INSTITUTION SAINT-JOSEPH
23561,GROUPE SCOLAIRE INTERPAROISSIAL
23564,LEONARD BATIMENT
22741,ESID DE LYON
23120,SARIA INDUSTRIES FRANCE
23145,PAYS DE GRASSE DEVELOPPEMENT
23159,SERVICE D'INFRASTRUCTURE DE LA DEFENSE
18068,SNCF COMPTABILITE
324,MONTUPET CHATEAUROUX
8548,CA DE VICHY VAL D'ALLIER
22952,EST METROPOLE HABITAT
22955,SCI SOLENICO
22957,VILLE DE TOURNUS
22962,HOTEL DES 3 MARCHANDS
22967,MAHE CONSTRUCTION
22970,MONSIEUR COHEN
22972,THREALESTATE
22973,EDIMAG
22974,CENTRE HOSPITALIER INTERCOMMUNAL MONTS ET BARRAGE
22977,OPH 69 EST METROPOLE HABITAT
22978,MELLE ALLEAU ALEXANDRA
22983,EC44 - NOX NANTES 2
22752,COMMUNAUTE DE COMMUNES VAL DE SAONE CHALARONNE
22757,NIDEV
22762,BONNET NEVE SA
22764,DUMAS FLEUR
22769,SARL SEMAIV
22776,MAIRIE DE CREST
22779,MILLENNIUM
22782,COMMUNE DE POUILLY E NAUXOIS
22786,GROUPEMENT CEGELEC RESEAUX CENTRE EST
3113,ARKEMA
5767,KEOLIS LYON
22795,SCBM
22797,HOTEL RESTAURANT DE LA BUTTE SAS
22802,MAIRIE DE LAVAU
22809,GROUPE SOS
22813,ABSCIS BERTIN CONSTRUCTION
22817,EIFFAGE COTE D'ARMOR
18657,MAIRIE DE LIMOGES
18832,SNCF DIRECTION DE LA TRACTION
19510,COMMUNAUTE URBAINE DU GRAND TOULOUSE
8586,AGENCE L'ANTON & ASSOCIES
18055,RENAULT COMMERCIAL ROUMANIE
22819,COMMUNE DE LESME
22820,MAIRIE DE LIERGUES
22823,SOLTANI MEHDI
22825,SCCV SAINT HERBLAIN DEVELOPPEMENT
22827,CA EVRY CENTRE ESSONNE
22840,SOCIETE VERTEX
22851,LA VAPEUR DIJON
22860,SIAEP ARGENTRê SUD
22868,VILQUIN
22874,SBME SA 
18631,RTE PARIS LA DEFENSE
18632,SDIS 33
18708,OXYMETAL SUD EST
8588,MAIRIE DE RIVERIE
21258,CHAMBRE DE COMMERCE ET D'INDUSTRIE D'ANGOULEME
22877,VEOLIA EAU - CGE
22878,UNIVERSITE DE NICE SOPHIA ANTIPOLIS
22879,BERTRAND TESSIER - ARCHITECTE
22886,GRAND QUARTIER - C.CIAL
22896,MAIRIE DE CLAIX
22907,SCHNEIDER ELECTRIC SFCME
22909,PHILIPPE HENOCQ ARCHITECTE
22919,MAIRIE DE GOND PONTOUVRE
22920,STRASBOURG PIERRE
22923,AGENCE ARCHITECTURE LANCTUIT
20960,JMB CONCEPT
8600,CC VAL DE SAONE CHALARONNE
18213,GEIE DU TUNNEL DU MONT-BLANC
18214,STVI GROUPE COMPAGNIE DES ALPES
23000,CARREFOUR HYPERS
23003,AZIZI KHALED
23012,SCI LA CHENAIE
23021,MAIRIE DE CH∂TEAURENARD
23022,CAECE
3160,POSTE IMMO
3161,LA POSTE
3164,SDEY - AUXERRE
20981,COMMUNE DE BELGEARD
18136,AIRBUS OPERATIONS SAS
18970,OCDL
18971,ENTREPRISE ECK
18972,CHAUNY
18973,NEXITY GEORGES V
18974,ADAPEI CHARENTE
18975,GROUPE LAMOTTE
18976,BATI ARMOR
18977,BATI NANTES
8629,SYSTRA
8630,MAIRIE DE VILLEUBANNE
22927,MAIRIE DE MONTROY
22929,SCI LA MADELEINE
23024,NX56 -NOX INGENIERIE LORIENT
23041,MORSES
23045,CPAM DE LA CHARENTE
23049,ABDP INGENIERIE
23058,NEXITY FONCIER CONSEIL
23061,GAEC ELEVAGE DE RESSY
23067,OPACSUD
23071,COMMUNAUTE DE COMMUNES LA PLAINE JURASSIENNE
23074,O'REA
23083,MAIRIE DE SAINT FLOUR
23096,COVEA IMMOBILIER
3194,PREFECTURE DE POLICE
20993,COMMUNE DE MARIGNE PEUTON
8655,EPORA
18129,CONSEIL DEPARTEMENTAL MEHEDINTI
18183,LILLE METROPOLE
22936,CEVA FREIGHT MANAGEMENT FRANCE SAS
23118,MCDONALDS
23143,LBBC BATIMENT
23151,SODICHAR
23167,CONSTRUCTA PRIVATE SERVICES
23173,COMMUNE DE MONTBONNOT ST MARTIN
8667,DREAL
18034,SCOUTS ET GUIDES DE FRANCE
23157,IVG IMMOBILIER FRANCE
19511,VILLE DE CHATEAUNEUF DU FAOU
19513,EDF DIRECTION COMMERCE GRAND CENTRE
19514,CDC D'HORTE ET LAVALETTE
19515,MINISTERE DE L'INTERIEUR / PREFECTURE DE POLICE
19516,CARREFOUR HYPERMARCHES
8684,MAIRIE DE LANCIE
21391,BERTRAND MORAGLIA ARCHITECTE DPLG
22745,MR GATIGNOL
22811,ECOLE DES MINES ALES
22812,COMMUNAUTE COMMUNE COEUR DE MAURIENNE
22921,REGION BRETAGNE - RENNES
22965,MAIRIE DE SAINT JEAN DE MOIRANS
23014,SMADEOR
23047,SARL  MANOX 3
23113,EIFFAGE IMMOBILIER NORD OUEST
23114,UXELLO
22944,FONCIA GOLFE BLEU
22945,SAINT JEAN
19517,MAIRIE MALESTROIT
21006,SCCV DU GARLODIC
21076,ENTREPRISE
18195,S.T.O.R SOCIETE DES TELEPHERIQUES
19172,SCI ACTIVITE COURRIER INDUSTRIEL
19175,MAIRIE DE VERTOU
19176,MAIRIE DE DOUARNENEZ
18076,DISP CENTRE-EST DIJON
18077,COMMUNAUTE DE COMMUNES ENTRE SOMME ET LOIRE
18628,IMMOBILIERE MEDITERRANEE 3F
21037,FT FDP CAMBRONNE
21053,GARREC GILDAS / APPERE ANGE-MARIE
19177,QUILLE CONSTRUCTION
18030,ANDRA CHATENAY MALABRY
545,PNEU LAURENT SNC
18111,COMMUNAUTE COMMUNES BASSIN POMPEY
18218,EDF ULM ALN
552,ENT DIVERSES ET COLLECTIVITES - HM
21064,COMMUNE DE PONTORSON
561,ENT TERELEC SARL
5965,RTE GENERIQUE MCELA CX519C4018
5967,CONSEIL DEPARTEMENTAL 71
5968,RTE GMR LYONNAIS
5973,RTE CDI NANCY
568,INEO RESEAUX SUD OUEST - TULLE
569,RTE RESEAUX DE TRANSPORT D'ELECTRICITE
575,ENT GUILLERMIN
19181,MAIRIE DE BONNETABLE
19182,VILLE DE MORTAGNE SUR SEVRE
584,SYNDICAT DEPARTEMENTAL D'ENERGIE HAUTE MARNE
588,CONSEIL DEPARTEMENTAL PRAHOVA
19184,CCI DU PAYS DE SAINT MALO
595,SIE AUXERROIS
596,SIER DU LOING
597,SIER DU SEREIN
598,SIER DE VENIZY
599,SIER DU VRIN
600,SIE DU TONNERROIS
601,SIER DE L' ARMANCON ET FORET D'OTHE
6006,SPIE EST
21080,ETABLISSEMENT DUPRE
21236,SCI PLOUZANE AUTO
21237,ENTREPRISE LELIEVRE
19329,CONSEIL DEPARTEMENTAL MORBIHAN
602,SIER D'AISY SUR ARMANCON
604,SYNDICAT D'ELECTRIFICATION REGION LANGROISE
605,SIER DE FLOGNY LA CHAPELLE
607,SIVOM DU GATINAIS
608,SIER DE TOUCY
19518,MAIRIE DE PLERGUER
19519,COMMUNAUTê DE COMMUNES DU PAYS DE QUIMPERLê
19521,VILLE D'ANGOULEME
